category_name,category_slug,category_url,category_count_hint,listing_page_number,listing_page_url,shop_name_from_listing,shop_url,shop_slug,shop_title_page,listing_description,listing_logo_url,listing_website,website,website_domain,primary_email,all_emails,email_count,email_sources,phones,phone_count,rating,review_count,added_date,description,instagram,facebook,linkedin,tiktok,youtube,pinterest,x_twitter,status,error
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,1,https://www.annuaire-du-ecommerce.com/sites/animaux,Animal Zone,https://www.annuaire-du-ecommerce.com/site/animal-zone,animal-zone,Animal Zone,,,,https://TerreHydroCulture.com,terrehydroculture.com,b.meddeb@gmail.com,b.meddeb@gmail.com,1,cloudflare_data,,0,5.0,1,3 janvier 2022,"Découvrez les avis clients sur Animal Zone. Note moyenne : 5.0/5 sur 2 avis. Nature & animaux. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,2,https://www.annuaire-du-ecommerce.com/sites/animaux?page=2,Maiksa-Store,https://www.annuaire-du-ecommerce.com/site/maiksa-store,maiksa-store,Maiksa-Store,,,,https://TerreHydroCulture.com,terrehydroculture.com,infos.maika@gmail.com,infos.maika@gmail.com,1,cloudflare_data,0613857247,1,5.0,1,3 janvier 2022,"Découvrez les avis clients sur Maiksa-Store. Note moyenne : 5.0/5 sur 1 avis. Nature & animaux. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,2,https://www.annuaire-du-ecommerce.com/sites/animaux?page=2,Paws Détente : l'idéal pour l'enrichissement et le bien-être des animaux.,https://www.annuaire-du-ecommerce.com/site/paws-detente-lideal-pour-lenrichissement-et-le-bien-etre-des-animaux,paws-detente-lideal-pour-lenrichissement-et-le-bien-etre-des-animaux,Paws Détente : l'idéal pour l'enrichissement et le bien-être des animaux.,,,,https://TerreHydroCulture.com,terrehydroculture.com,pawsdetente@gmail.com,pawsdetente@gmail.com,1,cloudflare_data,0676266865,1,5.0,1,5 décembre 2021,"Découvrez les avis clients sur Paws Détente : l'idéal pour l'enrichissement et le bien-être des animaux.. Note moyenne : 5.0/5 sur 1 avis. Nature & animaux. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,2,https://www.annuaire-du-ecommerce.com/sites/animaux?page=2,shop.fidelescomplices.com,https://www.annuaire-du-ecommerce.com/site/shop-fidelescomplices-com,shop-fidelescomplices-com,shop.fidelescomplices.com,,,,https://TerreHydroCulture.com,terrehydroculture.com,shop.fidelescomplices@gmail.com,shop.fidelescomplices@gmail.com,1,cloudflare_data,0474253754,1,5.0,1,8 novembre 2021,"Découvrez les avis clients sur shop.fidelescomplices.com. Note moyenne : 5.0/5 sur 1 avis. Nature & animaux. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,2,https://www.annuaire-du-ecommerce.com/sites/animaux?page=2,Doggy Place,https://www.annuaire-du-ecommerce.com/site/doggy-place-2,doggy-place-2,Doggy Place,,,,https://TerreHydroCulture.com,terrehydroculture.com,contact@doggy-place.com,contact@doggy-place.com,1,cloudflare_data,0666919798,1,5.0,1,11 octobre 2021,"Découvrez les avis clients sur Doggy Place. Note moyenne : 5.0/5 sur 1 avis. Nature & animaux. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,2,https://www.annuaire-du-ecommerce.com/sites/animaux?page=2,"Doggy Place,",https://www.annuaire-du-ecommerce.com/site/doggy-place,doggy-place,"Doggy Place,",,,,https://www.doggy-place.com,doggy-place.com,contact@doggy-place.com,contact@doggy-place.com,1,cloudflare_data,0666919798,1,5.0,1,24 septembre 2021,"Découvrez les avis clients sur Doggy Place,. Note moyenne : 4.0/5 sur 2 avis. Divers. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,2,https://www.annuaire-du-ecommerce.com/sites/animaux?page=2,In'accessshop,https://www.annuaire-du-ecommerce.com/site/inaccessshop,inaccessshop,In'accessshop,,,,https://TerreHydroCulture.com,terrehydroculture.com,boutique@inaccessshop.com,boutique@inaccessshop.com,1,cloudflare_data,0632214420,1,5.0,1,2 août 2021,"Découvrez les avis clients sur In'accessshop. Note moyenne : 5.0/5 sur 2 avis. Nature & animaux. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,2,https://www.annuaire-du-ecommerce.com/sites/animaux?page=2,Chris & Chen,https://www.annuaire-du-ecommerce.com/site/chris-chen,chris-chen,Chris & Chen,,,,https://TerreHydroCulture.com,terrehydroculture.com,christophe.troel@chrisandchen.com,christophe.troel@chrisandchen.com,1,cloudflare_data,0651168027,1,5.0,1,7 juin 2021,"Découvrez les avis clients sur Chris & Chen. Note moyenne : 4.2/5 sur 5 avis. Nature & animaux. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,2,https://www.annuaire-du-ecommerce.com/sites/animaux?page=2,Fashion for cats,https://www.annuaire-du-ecommerce.com/site/fashion-for-cats,fashion-for-cats,Fashion for cats,,,,https://TerreHydroCulture.com,terrehydroculture.com,corinne@fashionforcats.com,corinne@fashionforcats.com,1,cloudflare_data,0695347986,1,5.0,1,6 juin 2021,"Découvrez les avis clients sur Fashion for cats. Note moyenne : 5.0/5 sur 2 avis. Nature & animaux. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,2,https://www.annuaire-du-ecommerce.com/sites/animaux?page=2,au chat heureux,https://www.annuaire-du-ecommerce.com/site/au-chat-heureux,au-chat-heureux,au chat heureux,,,,https://TerreHydroCulture.com,terrehydroculture.com,ppk1@hotmail.fr,ppk1@hotmail.fr,1,cloudflare_data,0621327355,1,5.0,1,9 février 2021,"Découvrez les avis clients sur au chat heureux. Note moyenne : 5.0/5 sur 1 avis. Nature & animaux. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,1,https://www.annuaire-du-ecommerce.com/sites/animaux,EroStore247,https://www.annuaire-du-ecommerce.com/site/erostore247,erostore247,EroStore247,,,,https://TerreHydroCulture.com,terrehydroculture.com,georgeslatier2004@yahoo.fr,georgeslatier2004@yahoo.fr,1,cloudflare_data,,0,5.0,1,11 mai 2026,"Découvrez EroStore247, boutique en ligne nature & animaux. Consultez les informations et laissez votre avis sur l'Annuaire du E-commerce.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,1,https://www.annuaire-du-ecommerce.com/sites/animaux,Moncompagnon,https://www.annuaire-du-ecommerce.com/site/moncompagnon,moncompagnon,Moncompagnon,,,,https://TerreHydroCulture.com,terrehydroculture.com,zafersarikaya86@gmail.com,zafersarikaya86@gmail.com,1,cloudflare_data,,0,5.0,1,11 mai 2026,"Découvrez Moncompagnon, boutique en ligne nature & animaux. Consultez les informations et laissez votre avis sur l'Annuaire du E-commerce.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,1,https://www.annuaire-du-ecommerce.com/sites/animaux,CHIENPLAISIR,https://www.annuaire-du-ecommerce.com/site/chienplaisir,chienplaisir,CHIENPLAISIR,,,,https://TerreHydroCulture.com,terrehydroculture.com,chienplaisir@gmail.com,chienplaisir@gmail.com,1,cloudflare_data,,0,5.0,1,11 mai 2026,"Découvrez CHIENPLAISIR, boutique en ligne nature & animaux. Consultez les informations et laissez votre avis sur l'Annuaire du E-commerce.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,1,https://www.annuaire-du-ecommerce.com/sites/animaux,Les Croquettes d'Occitanie,https://www.annuaire-du-ecommerce.com/site/les-croquettes-d-occitanie,les-croquettes-d-occitanie,Les Croquettes d'Occitanie,,,,https://TerreHydroCulture.com,terrehydroculture.com,boutique.principale@gmail.com,boutique.principale@gmail.com,1,cloudflare_data,0698531065,1,5.0,1,4 mai 2026,"Découvrez Les Croquettes d'Occitanie, boutique en ligne nature & animaux. Consultez les informations et laissez votre avis sur l'Annuaire du E-commerce.",,,,,,,,ok,
Nature & animaux,animaux,https://www.annuaire-du-ecommerce.com/sites/animaux,105,1,https://www.annuaire-du-ecommerce.com/sites/animaux,Chatmuze,https://www.annuaire-du-ecommerce.com/site/chatmuze,chatmuze,Chatmuze,,,,https://TerreHydroCulture.com,terrehydroculture.com,xxxx@xxxx.com,xxxx@xxxx.com,1,cloudflare_data,,0,0.0,0,3 mai 2026,"Découvrez Chatmuze, boutique en ligne nature & animaux. Consultez les informations et laissez votre avis sur l'Annuaire du E-commerce.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,Le temple du biscuit,https://www.annuaire-du-ecommerce.com/site/temple-du-biscuit,temple-du-biscuit,Le temple du biscuit,,,,https://jemangefrancais.com,jemangefrancais.com,letempledubiscuit@laposte.net,letempledubiscuit@laposte.net,1,cloudflare_data,0612575414,1,5.0,1,26 octobre 2017,"Découvrez les avis clients sur Le temple du biscuit. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,domi-boutik : Le goût de l'authenticité,https://www.annuaire-du-ecommerce.com/site/domi-boutik,domi-boutik,domi-boutik : Le goût de l'authenticité,,,,https://jemangefrancais.com,jemangefrancais.com,dominique.chollon@orange.fr,dominique.chollon@orange.fr,1,cloudflare_data,06 27 31 27 44,1,5.0,1,17 octobre 2017,"Découvrez les avis clients sur domi-boutik : Le goût de l'authenticité. Note moyenne : 4.3/5 sur 6 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,Eloisy : Savourez les meilleurs produits du terroir,https://www.annuaire-du-ecommerce.com/site/eloisy,eloisy,Eloisy : Savourez les meilleurs produits du terroir,,,,https://jemangefrancais.com,jemangefrancais.com,aymar.pommier@eloisy.com,aymar.pommier@eloisy.com,1,cloudflare_data,0631039671,1,5.0,1,25 septembre 2017,"Découvrez les avis clients sur Eloisy : Savourez les meilleurs produits du terroir. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,Sereins,https://www.annuaire-du-ecommerce.com/site/sereins,sereins,Sereins,,,,https://jemangefrancais.com,jemangefrancais.com,gestion@sereins.com,gestion@sereins.com,1,cloudflare_data,0467277372,1,5.0,1,28 août 2017,"Découvrez les avis clients sur Sereins. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,Regal des Sens - Epicerie fine en Ligne,https://www.annuaire-du-ecommerce.com/site/regal-des-sens-epicerie-fine-en-ligne,regal-des-sens-epicerie-fine-en-ligne,Regal des Sens - Epicerie fine en Ligne,,,,https://jemangefrancais.com,jemangefrancais.com,fp@webkido.com,fp@webkido.com,1,cloudflare_data,07 70 08 94 88,1,5.0,1,21 août 2017,"Découvrez les avis clients sur Regal des Sens - Epicerie fine en Ligne. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,Au Paradis du Thé,https://www.annuaire-du-ecommerce.com/site/au-paradis-du-the,au-paradis-du-the,Au Paradis du Thé,,,,https://jemangefrancais.com,jemangefrancais.com,guillaume@mission-internet.fr,guillaume@mission-internet.fr,1,cloudflare_data,0768203177,1,5.0,1,11 août 2017,"Découvrez les avis clients sur Au Paradis du Thé. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,Les Nectars de l'Impératrice,https://www.annuaire-du-ecommerce.com/site/les-nectars-de-limperatrice,les-nectars-de-limperatrice,Les Nectars de l'Impératrice,,,,https://jemangefrancais.com,jemangefrancais.com,nectars@imperatrice.shop,nectars@imperatrice.shop,1,cloudflare_data,05 56 98 49 97,1,5.0,1,8 août 2017,"Découvrez les avis clients sur Les Nectars de l'Impératrice. Note moyenne : 5.0/5 sur 2 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,Halte gourmande - Épicerie fine en ligne,https://www.annuaire-du-ecommerce.com/site/halte-gourmande-epicerie-fine-en-ligne,halte-gourmande-epicerie-fine-en-ligne,Halte gourmande - Épicerie fine en ligne,,,,https://jemangefrancais.com,jemangefrancais.com,cyril.netref@gmail.com,cyril.netref@gmail.com,1,cloudflare_data,0600000000,1,5.0,1,8 août 2017,"Découvrez les avis clients sur Halte gourmande - Épicerie fine en ligne. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,philippesegond,https://www.annuaire-du-ecommerce.com/site/philippesegond,philippesegond,philippesegond,,,,https://jemangefrancais.com,jemangefrancais.com,contactphsegond@gmail.com,contactphsegond@gmail.com,1,cloudflare_data,0442381969,1,5.0,1,27 juillet 2017,"Découvrez les avis clients sur philippesegond. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,Biiru Shop,https://www.annuaire-du-ecommerce.com/site/biiru,biiru,Biiru Shop,,,,https://biirushop.com/,biirushop.com,marjorie@biirushop.com,marjorie@biirushop.com,1,cloudflare_data,0173751345,1,5.0,1,25 juillet 2017,"Découvrez les avis clients sur Biiru Shop. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,MesÉpices.com,https://www.annuaire-du-ecommerce.com/site/mesepices-com,mesepices-com,MesÉpices.com,,,,https://jemangefrancais.com,jemangefrancais.com,contact@mesepices.com,contact@mesepices.com,1,cloudflare_data,09 72 60 73 16,1,5.0,1,19 juillet 2017,"Découvrez les avis clients sur MesÉpices.com. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,Cafés Roger - Torréfacteur de grands cafés,https://www.annuaire-du-ecommerce.com/site/cafes-roger-torrefacteur-de-grands-cafes,cafes-roger-torrefacteur-de-grands-cafes,Cafés Roger - Torréfacteur de grands cafés,,,,https://jemangefrancais.com,jemangefrancais.com,info@cafesroger.ch,info@cafesroger.ch,1,cloudflare_data,,0,5.0,1,18 juillet 2017,"Découvrez les avis clients sur Cafés Roger - Torréfacteur de grands cafés. Note moyenne : 4.5/5 sur 2 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,Ustensiles Mauviel M'cook,https://www.annuaire-du-ecommerce.com/site/ustensiles-mauviel-mcook,ustensiles-mauviel-mcook,Ustensiles Mauviel M'cook,,,,https://jemangefrancais.com,jemangefrancais.com,creawind@gmail.com,creawind@gmail.com,1,cloudflare_data,0254925638,1,5.0,1,17 juillet 2017,"Découvrez les avis clients sur Ustensiles Mauviel M'cook. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,11,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=11,Maison Cisson,https://www.annuaire-du-ecommerce.com/site/maison-cisson,maison-cisson,Maison Cisson,,,,https://jemangefrancais.com,jemangefrancais.com,alexandra@lesresoteurs.fr,alexandra@lesresoteurs.fr,1,cloudflare_data,0972603979,1,5.0,1,13 juillet 2017,"Découvrez les avis clients sur Maison Cisson. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,12,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=12,cave du château rouge,https://www.annuaire-du-ecommerce.com/site/caveduchateaurouge,caveduchateaurouge,cave du château rouge,,,,https://caveduchateaurouge.com,caveduchateaurouge.com,kiaso1@wanadoo.fr,kiaso1@wanadoo.fr,1,cloudflare_data,0450389803,1,5.0,1,13 juillet 2017,"Découvrez les avis clients sur cave du château rouge. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,12,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=12,La Cave De Charles,https://www.annuaire-du-ecommerce.com/site/la-cave-de-charles,la-cave-de-charles,La Cave De Charles,,,,https://jemangefrancais.com,jemangefrancais.com,contact@lacavedecharles.store,contact@lacavedecharles.store,1,cloudflare_data,0672437727,1,5.0,1,13 juillet 2017,"Découvrez les avis clients sur La Cave De Charles. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,12,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=12,Marchand de vin,https://www.annuaire-du-ecommerce.com/site/marchand-de-vin,marchand-de-vin,Marchand de vin,,,,https://jemangefrancais.com,jemangefrancais.com,chatellerault@marchand-de-vin.com,chatellerault@marchand-de-vin.com,1,cloudflare_data,0549233660,1,5.0,1,11 juillet 2017,"Découvrez les avis clients sur Marchand de vin. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,12,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=12,Alsace Saveurs,https://www.annuaire-du-ecommerce.com/site/alsace-saveurs,alsace-saveurs,Alsace Saveurs,,,,https://jemangefrancais.com,jemangefrancais.com,jules@alsacesaveurs.com,jules@alsacesaveurs.com,1,cloudflare_data,0389490595,1,5.0,1,11 juillet 2017,"Découvrez les avis clients sur Alsace Saveurs. Note moyenne : 5.0/5 sur 2 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,12,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=12,pesage-mb boutique en ligne,https://www.annuaire-du-ecommerce.com/site/pesage-mb-boutique-en-ligne,pesage-mb-boutique-en-ligne,pesage-mb boutique en ligne,,,,https://jemangefrancais.com,jemangefrancais.com,contact@pesage-mb.com,contact@pesage-mb.com,1,cloudflare_data,0466603027,1,5.0,1,11 juillet 2017,"Découvrez les avis clients sur pesage-mb boutique en ligne. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,12,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=12,Maison Fossier boutique ne ligne,https://www.annuaire-du-ecommerce.com/site/maison-fossier,maison-fossier,Maison Fossier boutique ne ligne,,,,https://jemangefrancais.com,jemangefrancais.com,eboutique@fossier.fr,eboutique@fossier.fr,1,cloudflare_data,0326862203,1,5.0,1,11 juillet 2017,"Découvrez les avis clients sur Maison Fossier boutique ne ligne. Note moyenne : 5.0/5 sur 2 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,12,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=12,Viensdici,https://www.annuaire-du-ecommerce.com/site/viensdici,viensdici,Viensdici,,,,https://Viensdici.com,viensdici.com,viensdici@orange.fr,viensdici@orange.fr,1,cloudflare_data,06 37 37 79 84,1,5.0,1,11 juillet 2017,"Découvrez les avis clients sur Viensdici. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,12,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=12,Le Drive des 4 Saisons,https://www.annuaire-du-ecommerce.com/site/le-drive-des-4-saisons,le-drive-des-4-saisons,Le Drive des 4 Saisons,,,,https://jemangefrancais.com,jemangefrancais.com,contact@ledrivedes4saisons.fr,contact@ledrivedes4saisons.fr,1,cloudflare_data,0327269821,1,5.0,1,7 juillet 2017,"Découvrez les avis clients sur Le Drive des 4 Saisons. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,12,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=12,"Mas de l'Arbre : La passion du fruit, l'amour de la terre",https://www.annuaire-du-ecommerce.com/site/fruits-et-des-produits-derives,fruits-et-des-produits-derives,"Mas de l'Arbre : La passion du fruit, l'amour de la terre",,,,https://jemangefrancais.com,jemangefrancais.com,laura.masdelarbre@gmail.com,laura.masdelarbre@gmail.com,1,cloudflare_data,,0,5.0,1,15 mai 2017,"Découvrez Mas de l'Arbre : La passion du fruit, l'amour de la terre, boutique en ligne alimentation & gastronomie. Consultez les informations et laissez votre avis sur l'Annuaire du E-commerce.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,12,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=12,Le chocolat belge un vrai délices pour vos papilles,https://www.annuaire-du-ecommerce.com/site/le-chocolat-belge-un-vrai-delices-pour-vos-papilles,le-chocolat-belge-un-vrai-delices-pour-vos-papilles,Le chocolat belge un vrai délices pour vos papilles,,,,https://jemangefrancais.com,jemangefrancais.com,gbfl01@gmail.com,gbfl01@gmail.com,1,cloudflare_data,0251554195,1,5.0,1,15 mai 2017,"Découvrez Le chocolat belge un vrai délices pour vos papilles, boutique en ligne alimentation & gastronomie. Consultez les informations et laissez votre avis sur l'Annuaire du E-commerce.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,12,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=12,Mondépices le site aux 300 variétés et mélanges d'épices !,https://www.annuaire-du-ecommerce.com/site/mondepices-site-aux-300-varietes-melanges-depices,mondepices-site-aux-300-varietes-melanges-depices,Mondépices le site aux 300 variétés et mélanges d'épices !,,,,https://jemangefrancais.com,jemangefrancais.com,mondepices@gmail.com,mondepices@gmail.com,1,cloudflare_data,0329844636,1,5.0,1,15 mai 2017,"Découvrez Mondépices le site aux 300 variétés et mélanges d'épices !, boutique en ligne alimentation & gastronomie. Consultez les informations et laissez votre avis sur l'Annuaire du E-commerce.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,12,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=12,Artisan chocolatier,https://www.annuaire-du-ecommerce.com/site/des-chocolats-pour-toutes-les-saisons-et-toutes-les-occasions,des-chocolats-pour-toutes-les-saisons-et-toutes-les-occasions,Artisan chocolatier,,,,https://jemangefrancais.com,jemangefrancais.com,gbfl01@gmail.com,gbfl01@gmail.com,1,cloudflare_data,0251669434,1,5.0,1,15 mai 2017,"Découvrez Artisan chocolatier, boutique en ligne alimentation & gastronomie. Consultez les informations et laissez votre avis sur l'Annuaire du E-commerce.",,,,,,,,ok,
Alimentation & Gastronomie,alimentation,https://www.annuaire-du-ecommerce.com/sites/alimentation,317,12,https://www.annuaire-du-ecommerce.com/sites/alimentation?page=12,"Tapas-shop, jambon de bellota et Pata negra",https://www.annuaire-du-ecommerce.com/site/tapas-shop,tapas-shop,"Tapas-shop, jambon de bellota et Pata negra",,,,https://jemangefrancais.com,jemangefrancais.com,admin@tapas-shop.com,admin@tapas-shop.com,1,cloudflare_data,,0,5.0,1,2 mai 2017,"Découvrez les avis clients sur Tapas-shop, jambon de bellota et Pata negra. Note moyenne : 5.0/5 sur 1 avis. Alimentation & Gastronomie. Fiabilité, livraison, service client — consultez les retours d'expérience.",,,,,,,,ok,
